Geneid	wt-phage-35_R1	wt-phage-35_R3	wt-phage-35_R4	wt-phage-35_R5	wt-phage-60_R1	wt-phage-60_R2	wt-phage-60_R3	wt-phage-60_R4	wt-phage-120_R1	wt-phage-120_R2	wt-phage-120_R3	wt-phage-120_R4	Entity	Symbol	is_outlier	outlier_info
gene-R0792_RS14775	31	34	29	24	9	37	24	29	28	21	29	12	host	gene-R0792_RS14775	False	
gene-R0792_RS09195	134	150	186	116	76	162	119	127	83	39	76	74	host	gene-R0792_RS09195	False	
gene-R0792_RS00900	180	215	194	183	107	230	185	160	248	126	191	160	host	rmuC	False	
gene-R0792_RS04560	122	128	136	121	87	162	168	126	227	92	154	108	host	gene-R0792_RS04560	False	
gene-R0792_RS18710	81	89	108	77	58	117	99	72	130	68	99	76	host	gene-R0792_RS18710	False	
gene-R0792_RS04440	22	17	34	13	3	12	13	15	13	7	6	5	host	pcrG	False	
gene-R0792_RS20890	1	1	2	1	0	2	1	3	1	1	0	2	host	gene-R0792_RS20890	False	
gene-R0792_RS28645	50	59	63	60	32	71	70	73	94	49	68	45	host	gene-R0792_RS28645	False	
gene-R0792_RS14735	146	152	189	128	95	192	166	123	154	111	159	108	host	gene-R0792_RS14735	False	
gene-R0792_RS22005	3	6	1	2	4	2	4	2	12	0	10	3	host	gene-R0792_RS22005_gene_dksA	False	
gene-R0792_RS15770	23	30	20	23	13	21	26	19	38	22	36	24	host	gene-R0792_RS15770	False	
gene-R0792_RS25950	367	453	401	456	177	322	315	262	153	106	160	131	host	speD	False	
gene-R0792_RS24725	470	520	570	484	239	578	493	403	572	259	514	381	host	gene-R0792_RS24725	False	
gene-R0792_RS03980	287	380	361	262	223	585	485	461	422	212	390	361	host	gene-R0792_RS03980	False	
gene-R0792_RS29475	456	579	488	424	354	681	600	485	582	419	628	481	host	gene-R0792_RS29475	False	
gene-R0792_RS16505	32	50	45	28	14	59	53	36	49	18	29	21	host	moaE	False	
gene-R0792_RS25675	4	3	5	5	1	2	4	0	8	0	4	3	host	gene-R0792_RS25675	False	
gene-R0792_RS27120	518	522	457	485	371	659	515	488	563	351	518	414	host	lspA	False	
gene-R0792_RS07050	4	4	3	3	1	7	3	4	4	3	3	4	host	gene-R0792_RS07050	False	
gene-R0792_RS03350	6	7	16	16	6	16	7	7	18	9	7	11	host	gene-R0792_RS03350	False	
gene-R0792_RS12535	223	208	196	226	137	252	189	179	215	139	217	189	host	gene-R0792_RS12535	False	
gene-R0792_RS09345	24	46	43	30	24	35	36	22	38	24	48	34	host	gene-R0792_RS09345	False	
gene-R0792_RS12525	148	118	109	95	65	132	106	97	101	48	88	94	host	gene-R0792_RS12525	False	
gene-R0792_RS29135	237	393	308	286	138	297	267	188	259	99	180	153	host	recB	False	
gene-R0792_RS16575	12	20	32	13	5	18	13	11	21	6	21	15	host	gene-R0792_RS16575	False	
gene-R0792_RS10735	16	35	48	33	17	32	29	31	28	15	33	23	host	gene-R0792_RS10735	False	
gene-R0792_RS12580	15	14	21	12	2	16	9	12	13	3	10	5	host	gene-R0792_RS12580	False	
gene-R0792_RS02185	2	1	7	0	2	1	3	0	3	2	3	1	host	gene-R0792_RS02185	False	
gene-R0792_RS05795	32	29	39	26	19	42	37	20	50	25	36	24	host	gene-R0792_RS05795	False	
gene-R0792_RS21335	10	14	11	7	10	15	14	9	8	6	13	6	host	gene-R0792_RS21335	False	
gene-R0792_RS16335	6	10	5	3	8	7	9	8	7	5	7	3	host	gene-R0792_RS16335	False	
gene-R0792_RS25550	6	6	10	8	4	12	8	4	14	2	13	8	host	gene-R0792_RS25550	False	
gene-R0792_RS18895	53	71	87	53	37	94	61	68	67	27	73	59	host	gene-R0792_RS18895	False	
gene-R0792_RS14130	79	82	70	56	56	88	90	65	113	64	84	87	host	pheC	False	
gene-R0792_RS14360	260	283	231	201	153	290	253	210	192	129	222	192	host	argF	False	
gene-R0792_RS12225	279	286	259	234	175	347	282	255	327	232	295	230	host	gltX	False	
gene-R0792_RS12435	23	32	36	40	12	31	34	24	58	47	65	42	host	pgl	False	
gene-R0792_RS00675	40	32	49	40	36	64	49	47	48	30	60	49	host	gene-R0792_RS00675	False	
gene-R0792_RS04420	0	3	4	2	0	3	2	0	0	0	2	0	host	pscX	False	
gene-R0792_RS02540	33	51	54	49	25	65	59	36	66	38	51	48	host	gene-R0792_RS02540	False	
gene-R0792_RS26605	183	185	146	149	128	488	252	199	419	279	461	327	host	gene-R0792_RS26605	False	
gene-R0792_RS05195	1	1	2	0	0	1	1	1	7	5	5	7	host	gene-R0792_RS05195	False	
gene-R0792_RS22390	51	50	65	57	27	67	52	28	56	26	50	58	host	gene-R0792_RS22390	False	
gene-R0792_RS13355	71	99	114	83	28	105	87	74	128	82	113	82	host	gene-R0792_RS13355	False	
gene-R0792_RS12170	20	32	27	22	18	29	37	23	33	21	24	31	host	gene-R0792_RS12170	False	
gene-R0792_RS27560	103	107	110	102	94	159	139	85	121	86	133	97	host	gene-R0792_RS27560	False	
gene-R0792_RS21470	242	336	290	264	171	368	299	254	306	170	333	227	host	tagQ	False	
gene-R0792_RS19690	103	117	159	107	49	139	111	88	124	76	132	103	host	gene-R0792_RS19690	False	
gene-R0792_RS14520	29	57	52	43	10	42	31	24	24	18	30	21	host	gene-R0792_RS14520	False	
gene-R0792_RS24145	104	99	105	62	64	105	80	74	75	43	85	54	host	ntrC	False	
gene-R0792_RS28400	319	266	304	231	152	347	287	205	292	177	265	215	host	gene-R0792_RS28400	False	
gene-R0792_RS26325	253	258	276	234	157	357	271	218	323	196	304	266	host	gene-R0792_RS26325	False	
gene-R0792_RS06180	110	118	92	79	82	127	81	69	80	89	116	88	host	gene-R0792_RS06180	False	
gene-R0792_RS22795	106	113	111	74	85	120	107	84	130	67	113	95	host	gene-R0792_RS22795	False	
gene-R0792_RS14220	33	40	36	40	8	41	43	19	43	15	23	15	host	rsxG	False	
gene-R0792_RS18625	84	119	158	122	47	129	78	99	140	85	104	115	host	gene-R0792_RS18625	False	
gene-R0792_RS12460	420	526	499	470	180	429	339	271	309	215	329	267	host	gene-R0792_RS12460	False	
gene-R0792_RS19800	7	13	17	13	3	12	14	7	13	12	17	10	host	gene-R0792_RS19800	False	
gene-R0792_RS26630	3	2	7	1	0	4	8	2	5	2	4	4	host	gene-R0792_RS26630	False	
gene-R0792_RS22510	144	145	125	108	92	175	162	129	189	145	215	169	host	pycR	False	
gene-R0792_RS24620	67	59	63	62	30	78	54	40	79	43	61	36	host	gene-R0792_RS24620	False	
gene-R0792_RS15545	94	100	81	75	58	99	84	76	100	63	88	78	host	gene-R0792_RS15545	False	
gene-R0792_RS30210	47	58	90	61	32	80	81	37	88	36	70	47	host	gene-R0792_RS30210	False	
gene-R0792_RS29065	9	4	13	11	6	8	3	4	1	2	2	1	host	gene-R0792_RS29065	False	
gene-R0792_RS08870	95	100	108	88	62	108	84	88	92	57	63	62	host	gene-R0792_RS08870	False	
gene-R0792_RS14265	112	83	73	70	135	168	104	115	123	115	115	147	host	gene-R0792_RS14265	False	
gene-R0792_RS06120	13	20	18	29	15	13	20	9	21	10	14	20	host	gene-R0792_RS06120	False	
gene-R0792_RS07220	8	10	8	8	3	2	4	2	7	3	2	2	host	gene-R0792_RS07220	False	
gene-R0792_RS02245	6	3	3	3	0	2	6	8	7	0	3	2	host	cobD	False	
gene-R0792_RS23520	383	345	320	264	196	329	296	242	282	192	249	222	host	gene-R0792_RS23520	False	
gene-R0792_RS15355	125	176	126	145	152	225	183	152	176	142	187	171	host	gene-R0792_RS15355	False	
gene-R0792_RS29930	12	15	19	17	2	14	10	7	9	5	18	9	host	gene-R0792_RS29930	False	
gene-R0792_RS11890	75	75	76	64	29	99	57	49	66	32	66	38	host	gene-R0792_RS11890	False	
gene-R0792_RS12145	51	39	32	38	23	40	45	34	30	24	30	22	host	gene-R0792_RS12145	False	
gene-R0792_RS00260	25	34	36	17	16	36	29	25	28	19	27	17	host	gene-R0792_RS00260	False	
gene-R0792_RS00175	128	213	203	155	108	224	179	172	255	163	259	219	host	aruF	False	
gene-R0792_RS04060	39	27	40	36	15	34	22	34	38	12	23	27	host	gene-R0792_RS04060	False	
gene-R0792_RS28745	0	1	1	2	0	2	1	1	2	2	1	0	host	gene-R0792_RS28745	False	
gene-R0792_RS21135	3	10	4	3	3	12	4	3	6	3	4	4	host	gene-R0792_RS21135	False	
gene-R0792_RS03840	43	46	33	35	16	46	34	26	41	23	33	25	host	gene-R0792_RS03840	False	
gene-R0792_RS09620	79	107	111	93	53	122	108	58	109	46	96	82	host	carS	False	
gene-R0792_RS15785	46	74	61	72	46	67	57	48	56	32	56	39	host	gene-R0792_RS15785	False	
gene-R0792_RS12420	162	226	190	204	171	303	305	266	513	275	394	338	host	rluB	False	
gene-R0792_RS15930	383	380	346	310	320	545	439	397	449	361	492	488	host	iscA	False	
gene-R0792_RS20800	3	9	18	6	2	16	14	5	16	3	9	2	host	gene-R0792_RS20800	False	
gene-R0792_RS07390	46	66	42	55	30	56	45	37	55	30	56	39	host	gene-R0792_RS07390	False	
gene-R0792_RS29875	211	302	273	373	127	234	206	173	177	139	198	137	host	prpC	False	
gene-R0792_RS15345	122	151	125	117	74	154	140	82	121	78	111	107	host	gene-R0792_RS15345	False	
gene-R0792_RS17820	3	1	6	2	0	1	1	3	8	0	1	0	host	xth	False	
gene-R0792_RS23050	261	333	276	268	124	305	252	229	338	168	238	237	host	rph	False	
gene-R0792_RS06620	13	21	23	22	5	25	19	35	25	12	26	12	host	gene-R0792_RS06620	False	
gene-R0792_RS02735	136	165	142	107	88	164	123	117	116	100	130	116	host	gene-R0792_RS02735	False	
gene-R0792_RS07360	45	56	58	37	22	69	46	46	56	19	35	21	host	gene-R0792_RS07360	False	
gene-R0792_RS27815	110	92	68	53	76	84	67	79	53	49	78	75	host	gene-R0792_RS27815	False	
gene-R0792_RS30170	122	111	122	124	79	128	101	100	105	68	109	102	host	cysZ	False	
gene-R0792_RS28660	159	171	182	158	73	178	169	148	133	72	121	88	host	gene-R0792_RS28660	False	
gene-R0792_RS21380	18	35	32	29	13	44	44	26	69	44	56	46	host	gene-R0792_RS21380_gene_tssF	False	
gene-R0792_RS25395	162	213	180	179	94	238	181	144	211	108	181	142	host	gene-R0792_RS25395	False	
gene-R0792_RS15665	92	110	85	73	68	84	79	85	68	41	92	78	host	gene-R0792_RS15665	False	
gene-R0792_RS26635	9	13	11	11	6	18	17	7	18	12	11	11	host	gene-R0792_RS26635	False	
gene-R0792_RS00015	23	23	9	13	9	18	12	13	21	9	19	10	host	gene-R0792_RS00015	False	
gene-R0792_RS24500	37	54	60	42	13	59	48	36	69	34	50	26	host	gene-R0792_RS24500	False	
gene-R0792_RS02620	11	11	9	6	6	4	6	8	8	2	3	3	host	gene-R0792_RS02620	False	
gene-R0792_RS12510	8	12	5	9	2	13	3	12	12	6	5	7	host	gene-R0792_RS12510	False	
gene-R0792_RS07350	73	65	68	57	30	66	64	62	61	29	36	33	host	gene-R0792_RS07350	False	
gene-R0792_RS16460	20	30	26	25	18	33	29	20	34	19	45	34	host	tseT	False	
gene-R0792_RS06820	27	34	20	21	11	26	25	25	23	11	16	22	host	gene-R0792_RS06820	False	
gene-R0792_RS27850	116	159	133	114	72	250	203	165	218	103	206	106	host	gene-R0792_RS27850	False	
gene-R0792_RS24850	10	12	15	7	3	9	13	8	6	1	3	4	host	gene-R0792_RS24850	False	
gene-R0792_RS25650	36	37	43	28	6	28	34	18	48	16	36	23	host	gene-R0792_RS25650_gene_lpdA	False	
gene-R0792_RS14185	59	60	56	54	42	77	52	62	57	47	71	54	host	gene-R0792_RS14185_gene_tssI	False	
gene-R0792_RS14020	42	57	66	49	20	58	32	31	47	17	30	20	host	gene-R0792_RS14020	False	
gene-R0792_RS26175	90	98	135	87	58	133	112	66	125	70	119	72	host	panC	False	
gene-R0792_RS05500	5	11	8	6	3	13	5	4	11	6	3	2	host	gene-R0792_RS05500	False	
gene-R0792_RS15720	13	21	23	18	2	17	15	12	17	10	23	12	host	gene-R0792_RS15720	False	
gene-R0792_RS19265	27	24	19	20	13	33	19	23	38	16	32	17	host	gene-R0792_RS19265	False	
gene-R0792_RS06335	247	295	245	183	170	256	200	202	162	92	149	131	host	gene-R0792_RS06335	False	
gene-R0792_RS11970	49	39	36	34	7	32	22	20	22	5	13	12	host	gene-R0792_RS11970	False	
gene-R0792_RS21965	45	61	66	55	14	55	48	35	55	35	55	35	host	gene-R0792_RS21965	False	
gene-R0792_RS28920	59	88	77	70	59	149	94	71	128	65	88	77	host	gene-R0792_RS28920	False	
gene-R0792_RS23285	134	132	136	122	82	181	153	127	161	116	184	135	host	gene-R0792_RS23285	False	
gene-R0792_RS01975	8	8	11	4	5	4	7	10	12	4	15	5	host	gene-R0792_RS01975	False	
gene-R0792_RS10840	41	52	55	55	18	47	60	42	55	38	49	37	host	gene-R0792_RS10840	False	
gene-R0792_RS05160	93	107	96	121	43	107	117	71	134	81	131	84	host	gene-R0792_RS05160	False	
gene-R0792_RS26440	29	20	30	13	18	31	37	17	37	27	44	32	host	mksE	False	
gene-R0792_RS07890	15	12	10	9	4	12	14	8	14	13	12	4	host	gene-R0792_RS07890	False	
gene-R0792_RS11720	84	106	76	74	66	124	113	80	221	182	262	226	host	opdQ	False	
gene-R0792_RS10465	7	4	1	1	2	2	4	5	3	2	2	2	host	gene-R0792_RS10465	False	
gene-R0792_RS20235	257	285	258	222	130	237	206	196	193	104	198	154	host	spuE	False	
gene-R0792_RS03595	61	54	65	47	27	90	70	50	67	28	43	38	host	gene-R0792_RS03595	False	
gene-R0792_RS20860	6	8	8	6	5	12	7	1	8	4	5	5	host	gene-R0792_RS20860	False	
gene-R0792_RS11455	194	210	214	188	122	247	201	177	235	111	202	180	host	lolD	False	
gene-R0792_RS03280	2	6	3	2	3	2	4	5	3	0	0	2	host	gene-R0792_RS03280	False	
gene-R0792_RS20945	21	17	27	15	6	13	18	11	13	4	9	6	host	gene-R0792_RS20945	False	
gene-R0792_RS19550	5	2	4	5	2	9	1	2	4	2	1	4	host	gene-R0792_RS19550	False	
gene-R0792_RS17700	20	12	14	22	7	22	12	11	27	10	23	15	host	gene-R0792_RS17700	False	
gene-R0792_RS19560	52	55	91	72	30	75	77	47	58	32	36	40	host	gene-R0792_RS19560	False	
gene-R0792_RS15245	42	37	39	40	18	61	57	31	61	25	54	28	host	gene-R0792_RS15245	False	
gene-R0792_RS04180	24	20	16	18	18	22	21	19	10	8	17	14	host	gene-R0792_RS04180	False	
gene-R0792_RS11145	6	1	3	2	3	6	5	2	8	1	3	2	host	gene-R0792_RS11145	False	
gene-R0792_RS13610	19	13	7	9	2	16	12	8	8	3	11	8	host	gene-R0792_RS13610	False	
gene-R0792_RS25825	20	26	39	32	8	35	36	25	26	21	34	21	host	gene-R0792_RS25825	False	
gene-R0792_RS20435	133	138	106	84	96	136	120	119	117	68	105	121	host	gene-R0792_RS20435	False	
gene-R0792_RS09080	396	440	432	440	244	482	401	369	375	271	395	309	host	gene-R0792_RS09080	False	
gene-R0792_RS14670	10	11	16	12	6	22	13	14	18	14	19	16	host	gene-R0792_RS14670	False	
gene-R0792_RS23780	154	128	115	130	92	160	125	111	154	105	134	112	host	hslO	False	
gene-R0792_RS25160	32	39	35	26	8	37	44	20	35	25	38	22	host	gene-R0792_RS25160	False	
gene-R0792_RS27540	16	38	33	27	18	56	37	28	33	23	36	32	host	gene-R0792_RS27540	False	
gene-R0792_RS15500	46	62	60	44	21	83	54	47	77	34	59	51	host	gene-R0792_RS15500	False	
gene-R0792_RS27860	49	52	40	23	34	72	42	28	68	33	45	43	host	gene-R0792_RS27860	False	
gene-R0792_RS12695	51	75	97	80	36	71	67	44	71	28	63	38	host	gene-R0792_RS12695	False	
gene-R0792_RS19135	532	599	613	533	251	585	501	367	406	217	350	310	host	nirS	False	
gene-R0792_RS17900	0	1	2	2	1	1	0	1	1	1	2	0	host	gene-R0792_RS17900	False	
gene-R0792_RS03210	20	12	20	19	6	25	17	13	16	5	12	14	host	gene-R0792_RS03210	False	
gene-R0792_RS19565	156	173	202	147	103	195	192	134	142	70	144	97	host	metF	False	
gene-R0792_RS16415	24	15	25	22	6	24	34	8	27	15	29	19	host	mdrR1	False	
gene-R0792_RS29635	131	126	139	125	87	148	107	100	114	58	103	97	host	ung	False	
gene-R0792_RS01065	75	81	83	58	41	72	57	57	63	29	40	43	host	gene-R0792_RS01065	False	
gene-R0792_RS26295	28	43	25	22	21	43	39	29	39	40	42	22	host	gene-R0792_RS26295	False	
gene-R0792_RS26350	9	16	14	11	1	13	7	9	2	8	5	15	host	gene-R0792_RS26350	False	
gene-R0792_RS01895	13	12	17	4	5	7	7	4	6	2	4	1	host	gene-R0792_RS01895	False	
gene-R0792_RS06920	5	11	14	9	2	6	3	7	7	4	5	2	host	gene-R0792_RS06920	False	
gene-R0792_RS23395	6	8	6	8	5	10	12	7	13	6	10	9	host	gene-R0792_RS23395	False	
gene-R0792_RS23910	39	27	27	38	9	46	29	30	61	47	78	61	host	dctQ	False	
gene-R0792_RS13210	141	149	157	98	70	143	97	75	107	68	129	105	host	gene-R0792_RS13210	False	
gene-R0792_RS08785	131	162	169	112	101	152	151	112	137	77	157	96	host	gene-R0792_RS08785	False	
gene-R0792_RS10930	228	244	228	188	173	291	200	195	188	147	201	199	host	gene-R0792_RS10930	False	
gene-R0792_RS26910	34	17	26	33	27	35	28	20	86	33	72	84	host	mexC	False	
gene-R0792_RS20820	23	37	51	20	14	55	40	27	87	38	62	43	host	gene-R0792_RS20820	False	
gene-R0792_RS21310	29	31	33	30	13	28	26	28	30	14	30	8	host	gene-R0792_RS21310	False	
gene-R0792_RS19145	3	6	10	9	1	5	7	3	8	0	5	3	host	nirC	False	
gene-R0792_RS06105	399	472	497	465	207	473	393	296	449	268	496	413	host	gene-R0792_RS06105	False	
gene-R0792_RS05925	41	38	46	32	26	37	41	25	50	30	61	27	host	ercA	False	
gene-R0792_RS16435	93	90	90	91	41	146	108	78	148	70	104	112	host	ivy	False	
gene-R0792_RS16395	26	24	28	20	12	29	20	16	16	15	19	14	host	gene-R0792_RS16395	False	
gene-R0792_RS18350	176	180	163	136	127	203	161	150	209	155	190	187	host	gene-R0792_RS18350	False	
gene-R0792_RS24905	31	43	39	39	11	47	34	29	43	27	44	29	host	gene-R0792_RS24905	False	
gene-R0792_RS20630	38	42	51	56	27	51	49	48	68	52	85	50	host	gene-R0792_RS20630	False	
gene-R0792_RS02020	15	22	15	10	9	20	18	13	30	4	15	15	host	gene-R0792_RS02020	False	
gene-R0792_RS13420	284	314	305	217	184	297	216	234	198	114	181	166	host	gene-R0792_RS13420	False	
gene-R0792_RS21240	66	82	74	63	44	82	59	45	56	36	72	63	host	gene-R0792_RS21240	False	
gene-R0792_RS22580	78	103	97	93	46	130	116	75	117	57	96	77	host	gene-R0792_RS22580	False	
gene-R0792_RS14210	93	83	94	88	41	104	77	60	83	30	44	43	host	rsxC	False	
gene-R0792_RS07430	38	41	42	39	18	51	41	33	43	30	35	30	host	arsH	False	
gene-R0792_RS24355	18	20	17	14	7	23	25	18	102	27	61	44	host	gene-R0792_RS24355	False	
gene-R0792_RS26030	453	433	376	361	265	419	355	330	332	210	337	262	host	leuE	False	
gene-R0792_RS22790	9	12	10	12	5	20	11	11	22	12	17	12	host	gene-R0792_RS22790	False	
gene-R0792_RS20745	9	20	19	19	14	17	23	13	23	14	23	16	host	gene-R0792_RS20745	False	
gene-R0792_RS20605	17	19	23	18	5	26	25	11	25	12	28	24	host	gene-R0792_RS20605	False	
gene-R0792_RS29055	55	60	58	53	17	39	32	20	14	5	24	9	host	tadC	False	
gene-R0792_RS23805	17	20	22	9	3	24	21	14	19	11	19	16	host	gene-R0792_RS23805	False	
gene-R0792_RS19465	39	74	52	65	61	199	114	108	173	85	161	128	host	gene-R0792_RS19465	False	
gene-R0792_RS12055	383	392	367	265	320	448	359	342	308	227	339	328	host	xcpP	False	
gene-R0792_RS04705	175	204	202	128	162	242	184	257	140	126	191	183	host	pabB	False	
gene-R0792_RS24430	45	63	81	74	47	103	76	72	93	46	64	43	host	tatB	False	
gene-R0792_RS01860	18	16	23	23	7	20	22	13	36	10	16	20	host	gene-R0792_RS01860	False	
gene-R0792_RS11815	12	19	16	8	13	22	15	18	13	2	14	14	host	gene-R0792_RS11815	False	
gene-R0792_RS13845	9	18	27	25	3	18	18	10	13	5	10	11	host	gene-R0792_RS13845	False	
gene-R0792_RS13275	112	135	136	94	43	137	100	85	109	43	80	60	host	gene-R0792_RS13275	False	
gene-R0792_RS02150	2	0	6	0	2	3	1	2	4	3	1	2	host	gene-R0792_RS02150	False	
gene-R0792_RS16545	136	130	143	104	66	114	121	101	80	44	75	57	host	gene-R0792_RS16545	False	
gene-R0792_RS30195	9	13	17	13	4	16	10	13	16	6	5	11	host	gene-R0792_RS30195	False	
gene-R0792_RS14125	30	29	23	27	21	39	31	28	42	16	47	27	host	gene-R0792_RS14125	False	
gene-R0792_RS01675	48	50	49	43	25	64	61	50	59	26	40	33	host	gene-R0792_RS01675	False	
gene-R0792_RS25225	270	271	253	192	212	300	241	239	179	110	186	155	host	gene-R0792_RS25225	False	
gene-R0792_RS15475	2	3	4	6	0	2	2	1	9	1	3	3	host	nagA	False	
gene-R0792_RS03680	118	144	146	115	76	159	140	118	183	91	136	117	host	rlmM	False	
gene-R0792_RS04485	362	363	347	304	130	259	211	175	178	86	130	116	host	exsD	False	
gene-R0792_RS20580	29	42	38	25	15	36	32	22	54	19	40	37	host	gene-R0792_RS20580	False	
gene-R0792_RS24435	371	459	435	348	279	657	557	389	530	384	514	410	host	gene-R0792_RS24435	False	
gene-R0792_RS28365	126	181	132	97	45	122	101	88	101	77	78	71	host	gene-R0792_RS28365	False	
gene-R0792_RS02585	133	169	137	133	60	132	114	90	74	37	74	65	host	gene-R0792_RS02585	False	
gene-R0792_RS24105	249	265	282	223	159	284	243	206	295	194	313	223	host	gene-R0792_RS24105	False	
gene-R0792_RS15330	60	56	52	58	54	74	70	50	95	73	97	94	host	gene-R0792_RS15330	False	
gene-R0792_RS01805	23	32	22	21	11	25	21	9	54	25	33	32	host	gene-R0792_RS01805	False	
gene-R0792_RS13125	223	258	211	210	168	278	245	203	209	116	199	188	host	gene-R0792_RS13125	False	
gene-R0792_RS05495	12	17	24	20	18	14	17	13	24	16	14	10	host	gene-R0792_RS05495	False	
gene-R0792_RS25340	35	37	38	25	11	36	32	19	32	10	30	20	host	desT	False	
gene-R0792_RS27980	53	88	103	83	74	114	93	80	137	90	132	92	host	gene-R0792_RS27980	False	
gene-R0792_RS01420	29	46	47	25	12	28	28	29	36	27	38	30	host	gene-R0792_RS01420	False	
gene-R0792_RS20810	197	248	207	197	120	213	178	163	289	169	299	255	host	gene-R0792_RS20810	False	
gene-R0792_RS00395	451	471	414	339	312	488	430	384	421	257	370	355	host	lpxO2	False	
gene-R0792_RS25680	8	6	8	8	1	3	7	2	13	6	10	7	host	gene-R0792_RS25680	False	
gene-R0792_RS01685	14	21	19	20	7	18	18	15	18	15	20	11	host	gene-R0792_RS01685	False	
gene-R0792_RS16685	44	73	96	70	23	88	73	40	78	47	74	50	host	gene-R0792_RS16685	False	
gene-R0792_RS06290	25	45	29	30	20	37	26	27	46	23	57	39	host	gene-R0792_RS06290	False	
gene-R0792_RS18670	120	115	124	99	54	145	138	86	120	66	124	97	host	rpe	False	
gene-R0792_RS17385	3	2	0	3	3	4	4	2	5	0	2	2	host	gene-R0792_RS17385	False	
gene-R0792_RS24265	45	51	44	52	19	47	60	34	45	24	30	26	host	gene-R0792_RS24265	False	
gene-R0792_RS17605	135	130	115	114	93	163	157	129	123	94	140	120	host	hpaR	False	
gene-R0792_RS20850	7	5	6	5	1	3	9	3	5	1	2	3	host	gene-R0792_RS20850	False	
gene-R0792_RS05750	5	3	8	9	1	9	3	6	7	6	7	4	host	gene-R0792_RS05750	False	
gene-R0792_RS01720	138	160	148	140	61	138	103	85	105	63	83	80	host	gene-R0792_RS01720	False	
gene-R0792_RS25465	13	23	24	24	3	17	10	13	12	6	18	8	host	gene-R0792_RS25465	False	
gene-R0792_RS12045	101	136	137	118	54	111	131	80	103	56	95	70	host	xcpS	False	
gene-R0792_RS24760	267	335	312	319	127	388	328	253	427	183	331	191	host	gene-R0792_RS24760	False	
gene-R0792_RS03770	492	471	436	374	233	533	483	390	522	344	559	473	host	gene-R0792_RS03770	False	
gene-R0792_RS12855	25	46	35	24	35	35	30	45	22	23	22	26	host	gene-R0792_RS12855	False	
gene-R0792_RS26460	79	83	87	79	36	97	58	53	68	27	63	39	host	gene-R0792_RS26460	False	
gene-R0792_RS00940	43	45	54	30	31	56	35	40	51	23	50	37	host	gene-R0792_RS00940	False	
gene-R0792_RS16125	26	31	30	21	14	37	35	20	36	20	38	30	host	gene-R0792_RS16125	False	
gene-R0792_RS12575	12	15	27	22	3	20	18	10	36	7	14	8	host	gene-R0792_RS12575	False	
gene-R0792_RS01450	242	318	367	295	173	506	403	350	460	195	332	283	host	gene-R0792_RS01450	False	
gene-R0792_RS14310	44	40	51	38	15	53	41	38	61	33	36	30	host	pyrC	False	
gene-R0792_RS18085	2	3	5	3	1	2	1	0	3	0	0	2	host	pchB	False	
gene-R0792_RS19725	251	299	254	210	211	336	243	241	308	244	347	331	host	gene-R0792_RS19725	False	
gene-R0792_RS12600	105	124	159	108	50	106	88	82	107	50	88	69	host	gene-R0792_RS12600	False	
gene-R0792_RS24485	99	135	117	103	49	110	100	81	72	42	85	61	host	gene-R0792_RS24485_gene_phaC	False	
gene-R0792_RS28015	55	64	78	69	18	67	67	40	39	23	45	30	host	gene-R0792_RS28015	False	
gene-R0792_RS01740	17	12	16	18	11	22	8	13	14	9	12	10	host	gene-R0792_RS01740	False	
gene-R0792_RS22345	34	41	43	23	16	23	35	20	48	9	29	20	host	gene-R0792_RS22345	False	
gene-R0792_RS23175	336	329	311	290	240	396	324	307	404	286	445	390	host	dadR	False	
gene-R0792_RS15360	112	139	149	110	53	185	155	119	236	103	199	141	host	thrC	False	
gene-R0792_RS10540	42	49	54	41	18	57	38	41	49	17	42	37	host	gene-R0792_RS10540	False	
gene-R0792_RS13575	164	134	130	104	143	188	111	116	115	99	138	141	host	gene-R0792_RS13575	False	
gene-R0792_RS26785	6	7	9	7	1	6	5	8	9	4	5	5	host	gene-R0792_RS26785	False	
gene-R0792_RS12565	29	32	39	31	27	51	38	43	82	26	49	49	host	gene-R0792_RS12565	False	
gene-R0792_RS17090	58	48	76	72	37	93	58	55	80	47	87	69	host	gene-R0792_RS17090	False	
gene-R0792_RS06435	5	9	6	6	2	4	4	7	0	4	1	2	host	gene-R0792_RS06435	False	
gene-R0792_RS07070	45	59	51	42	19	69	62	42	46	44	40	54	host	gene-R0792_RS07070	False	
gene-R0792_RS10480	131	128	119	127	75	147	127	95	144	97	120	107	host	queF	False	
gene-R0792_RS16910	11	10	12	14	8	11	12	8	20	13	9	9	host	gene-R0792_RS16910	False	
gene-R0792_RS18060	4	15	10	13	2	7	9	2	20	5	8	5	host	pchF	False	
gene-R0792_RS16610	118	137	128	102	59	154	133	95	110	66	109	108	host	gene-R0792_RS16610	False	
gene-R0792_RS26290	34	48	43	30	28	60	39	35	62	40	54	38	host	gene-R0792_RS26290	False	
gene-R0792_RS00375	476	499	503	444	280	670	502	437	602	344	523	416	host	cysM	False	
